date,timestamp,price,daily_high,block_height,epoch,epoch_height,subsidy,supply,market_cap,eod_utc
1/3/09,2009-01-03 23:59:59,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/4/09,2009-01-04 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/5/09,2009-01-05 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/6/09,2009-01-06 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/7/09,2009-01-07 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/8/09,2009-01-08 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/9/09,2009-01-09 00:00:00,0.0,0.0,0,1,0,50.0,50.0,0.0,True
1/10/09,2009-01-10 00:00:00,0.0,0.0,14,1,14,50.0,750.0,0.0,True
1/11/09,2009-01-11 00:00:00,0.0,0.0,75,1,75,50.0,3800.0,0.0,True
1/12/09,2009-01-12 00:00:00,0.0,0.0,168,1,168,50.0,8450.0,0.0,True
1/13/09,2009-01-13 00:00:00,0.0,0.0,262,1,262,50.0,13150.0,0.0,True
1/14/09,2009-01-14 00:00:00,0.0,0.0,385,1,385,50.0,19300.0,0.0,True
1/15/09,2009-01-15 00:00:00,0.0,0.0,514,1,514,50.0,25750.0,0.0,True
1/16/09,2009-01-16 00:00:00,0.0,0.0,640,1,640,50.0,32050.0,0.0,True
1/17/09,2009-01-17 00:00:00,0.0,0.0,748,1,748,50.0,37450.0,0.0,True
1/18/09,2009-01-18 00:00:00,0.0,0.0,857,1,857,50.0,42900.0,0.0,True
1/19/09,2009-01-19 00:00:00,0.0,0.0,964,1,964,50.0,48250.0,0.0,True
1/20/09,2009-01-20 00:00:00,0.0,0.0,1079,1,1079,50.0,54000.0,0.0,True
1/21/09,2009-01-21 00:00:00,0.0,0.0,1193,1,1193,50.0,59700.0,0.0,True
1/22/09,2009-01-22 00:00:00,0.0,0.0,1295,1,1295,50.0,64800.0,0.0,True
1/23/09,2009-01-23 00:00:00,0.0,0.0,1386,1,1386,50.0,69350.0,0.0,True
1/24/09,2009-01-24 00:00:00,0.0,0.0,1470,1,1470,50.0,73550.0,0.0,True
1/25/09,2009-01-25 00:00:00,0.0,0.0,1671,1,1671,50.0,83600.0,0.0,True
1/26/09,2009-01-26 00:00:00,0.0,0.0,1862,1,1862,50.0,93150.0,0.0,True
1/27/09,2009-01-27 00:00:00,0.0,0.0,1958,1,1958,50.0,97950.0,0.0,True
1/28/09,2009-01-28 00:00:00,0.0,0.0,2055,1,2055,50.0,102800.0,0.0,True
1/29/09,2009-01-29 00:00:00,0.0,0.0,2167,1,2167,50.0,108400.0,0.0,True
1/30/09,2009-01-30 00:00:00,0.0,0.0,2288,1,2288,50.0,114450.0,0.0,True
1/31/09,2009-01-31 00:00:00,0.0,0.0,2405,1,2405,50.0,120300.0,0.0,True
2/1/09,2009-02-01 00:00:00,0.0,0.0,2543,1,2543,50.0,127200.0,0.0,True
2/2/09,2009-02-02 00:00:00,0.0,0.0,2656,1,2656,50.0,132850.0,0.0,True
2/3/09,2009-02-03 00:00:00,0.0,0.0,2784,1,2784,50.0,139250.0,0.0,True
2/4/09,2009-02-04 00:00:00,0.0,0.0,2923,1,2923,50.0,146200.0,0.0,True
2/5/09,2009-02-05 00:00:00,0.0,0.0,3042,1,3042,50.0,152150.0,0.0,True
2/6/09,2009-02-06 00:00:00,0.0,0.0,3168,1,3168,50.0,158450.0,0.0,True
2/7/09,2009-02-07 00:00:00,0.0,0.0,3290,1,3290,50.0,164550.0,0.0,True
2/8/09,2009-02-08 00:00:00,0.0,0.0,3419,1,3419,50.0,171000.0,0.0,True
2/9/09,2009-02-09 00:00:00,0.0,0.0,3551,1,3551,50.0,177600.0,0.0,True
2/10/09,2009-02-10 00:00:00,0.0,0.0,3685,1,3685,50.0,184300.0,0.0,True
2/11/09,2009-02-11 00:00:00,0.0,0.0,3805,1,3805,50.0,190300.0,0.0,True
2/12/09,2009-02-12 00:00:00,0.0,0.0,3938,1,3938,50.0,196950.0,0.0,True
2/13/09,2009-02-13 00:00:00,0.0,0.0,4057,1,4057,50.0,202900.0,0.0,True
2/14/09,2009-02-14 00:00:00,0.0,0.0,4181,1,4181,50.0,209100.0,0.0,True
2/15/09,2009-02-15 00:00:00,0.0,0.0,4317,1,4317,50.0,215900.0,0.0,True
2/16/09,2009-02-16 00:00:00,0.0,0.0,4445,1,4445,50.0,222300.0,0.0,True
